,restaurant,rating,genre,price,address
313,Perch¨¦ No Pasta & Vino,3.6,Italian,$70 for two,"Wallingford, Seattle"
314,Pho Viet Anh,4,Vietnamese,$30 for two,"Queen Anne: Lower, Seattle"
315,The Melting Pot of Seattle,2.8,"Fondue, American",$90 for two,"Queen Anne: Lower, Seattle"
316,Von's 1000 Spirits,4,American,$55 for two,"Downtown, Seattle"
317,Delicatus,3.8,"Pacific Northwest, Sandwich, Deli",$40 for two,"Downtown, Seattle"
318,Marcela's Cookery,3.7,"Southern, Cajun",$60 for two,"Downtown, Seattle"
319,D'Ambrosio Gelato,4,"Ice Cream, Ice Cream, Coffee and Tea",$15 for two,"Ballard, Seattle"
320,Brimmer & Heeltap,3.9,"Pacific Northwest, Tapas",$55 for two,"Ballard, Seattle"
321,Siam Thai Cuisine,3.7,Thai,$50 for two,"Eastlake/Lake Union, Seattle"
322,Hiroki,3.9,"Desserts, Bakery, Coffee and Tea, Japanese",$15 for two,"Wallingford, Seattle"
323,Maharaja Cuisine of India,4.1,Indian,$35 for two,"West Seattle, Seattle"
324,Rancho Bravo,3.9,Mexican,$20 for two,"Wallingford, Seattle"
325,Pasta Freska,3.7,Italian,$70 for two,"Westlake, Seattle"
326,U:Don Fresh Noodle Station,3.9,"Ramen, Japanese",$20 for two,"University District, Seattle"
327,Ballard Brothers Seafood and Burgers,3.7,"Burger, Seafood",$25 for two,"Ballard, Seattle"
328,Collections Cafe,3.6,Pacific Northwest,$65 for two,"Seattle Center, Seattle"
329,Bluefin,3.5,"Sushi, Seafood",$40 for two,"Northgate Mall, Seattle"
330,The Lockspot Cafe,3.2,"Burger, Seafood, Bar Food",$55 for two,"Ballard, Seattle"
331,Meskel Ethiopian Restaurant,3.9,"Ethiopian, Vegetarian, African",$45 for two,"Central District, Seattle"
332,Georgetown Liquor Company,4.1,"Vegetarian, Sandwich",$75 for two,"Georgetown, Seattle"
333,La Fontana Siciliana,3.9,Italian,$60 for two,"Belltown, Seattle"
334,TanakaSan,3.5,"Japanese, Ramen",$70 for two,"Belltown, Seattle"
335,Thaiger Room,3.9,Thai,$35 for two,"University District, Seattle"
336,Stanford's Restaurant & Bar,2.7,"Pacific Northwest, American",$45 for two,"Northgate Mall, Seattle"
337,Fogon Cocina Mexicana,4,Mexican,$50 for two,"Capitol Hill, Seattle"
338,The Barking Dog Alehouse,3.8,"Burger, American",$40 for two,"Greenwood/Phinney, Seattle"
339,Stateside,3.8,Asian,$60 for two,"Capitol Hill, Seattle"
340,CJ's Eatery,4.2,"American, Breakfast",$25 for two,"Belltown, Seattle"
341,Mezcaleria Oaxaca,4,Mexican,$40 for two,"Queen Anne: Upper, Seattle"
342,Eastlake Bar & Grill,2.9,American,$40 for two,"Eastlake/Lake Union, Seattle"
343,Issian,3.9,"Sushi, Japanese",$60 for two,"Wallingford, Seattle"
344,Shiku Sushi,3.9,"Sushi, Japanese",$40 for two,"Ballard, Seattle"
345,Pomodoro Ristorante,3.8,Italian,$70 for two,"Eastlake/Lake Union, Seattle"
346,Caf¨¦ Nordstrom,4.1,Cafe,$30 for two,"Downtown, Seattle"
347,mkt.,3.7,"Pacific Northwest, Seafood",$50 for two,"Wallingford, Seattle"
348,Pyramid Alehouse Brewery & Restaurant,3.7,"Bar Food, American",$50 for two,"Sodo, Seattle"
349,Szechuan Noodle Bowl,4,"Sichuan, Chinese",$20 for two,"International District, Seattle"
350,Chef Liao,3.8,"Chinese, Thai, Asian",$35 for two,"Greenwood/Phinney, Seattle"
351,Brass Tacks,3.7,"Pacific Northwest, American",$70 for two,"Georgetown, Seattle"
352,Ephesus,3.9,Turkish,$45 for two,"West Seattle, Seattle"
353,The Fisherman's Restaurant & Bar,3.3,Seafood,$60 for two,"Downtown, Seattle"
354,Mission Latin Restaurant & Lounge,3.7,"Mexican, Latin American",$40 for two,"West Seattle, Seattle"
355,Mexico Cantina,3.8,Mexican,$55 for two,"Pacific Place, Seattle"
356,Naked City,3.5,Sandwich,$45 for two,"Greenwood/Phinney, Seattle"
357,Zeeks Pizza,3.7,Pizza,$35 for two,"Belltown, Seattle"
358,Pomerol,3.8,French,$75 for two,"Fremont, Seattle"
359,Delfino¡¯s Chicago Style Pizza Truck,3.5,"Italian, Pizza",$45 for two,"University Village, Seattle"
360,Belltown Pizza,4.1,Pizza,$45 for two,"Belltown, Seattle"
361,Artusi,3.9,Italian,$70 for two,"Capitol Hill, Seattle"
362,Essex,3.6,Pub Food,$50 for two,"Ballard, Seattle"
363,Ha Na Restaurant,3.9,"Sushi, Japanese, Asian",$50 for two,"Capitol Hill, Seattle"
364,Thai Ginger-Pacific Place,3.5,Thai,$45 for two,"Pacific Place, Seattle"
365,Athina Grill,4,"Greek, Mediterranean",$30 for two,"Queen Anne: Lower, Seattle"
366,House Of Hong Restaurant,3.8,"Dim Sum, Chinese",$35 for two,"International District, Seattle"
367,Emmett Watson's Oyster Bar,3.4,"Seafood, Pacific Northwest",$30 for two,"Pike Place Market, Seattle"
368,Pacific Inn Pub,3.8,"Fish and Chips, Pub Food",$25 for two,"Fremont, Seattle"
369,Andaluca,4.1,"Mediterranean, Pacific Northwest",$75 for two,"Mayflower Park Hotel, Seattle"
370,Mulleady's Irish Pub and Restaurant,4,Bar Food,$45 for two,"Magnolia, Seattle"
371,Naam Thai Cuisine,3.8,Thai,$30 for two,"Madrona/Leschi, Seattle"
372,Rosellini's Bakery,4.1,"Bakery, Cafe, Desserts",$20 for two,"Ballard, Seattle"
373,Queen City Grill,3.7,"Seafood, Pacific Northwest",$80 for two,"Belltown, Seattle"
374,Gainsbourg,3.7,French,$60 for two,"Greenwood/Phinney, Seattle"
375,Phoenecia,3.7,"Pizza, Tapas",$50 for two,"West Seattle, Seattle"
376,Ballard Loft,3.8,"American, Bar Food",$45 for two,"Ballard, Seattle"
377,Garage,4.1,Pub Food,$60 for two,"Capitol Hill, Seattle"
378,Tempero do Brasil,3.9,Brazilian,$50 for two,"University District, Seattle"
379,Tray Kitchen,3.8,"Dim Sum, Korean, Asian",$50 for two,"Fremont, Seattle"
380,Pestle Rock Isan Thai Cuisine,3.9,Thai,$60 for two,"Ballard, Seattle"
381,Northlake Tavern & Pizza House,3.2,Pizza,$40 for two,"University District, Seattle"
382,Tub's Gourmet Subs,4,Sandwich,$25 for two,"Lake City, Seattle"
383,Market Grill,4,"Pacific Northwest, Seafood",$25 for two,"Pike Place Market, Seattle"
384,Thrive,3.5,"Healthy Food, Juices",$25 for two,"Ravenna, Seattle"
385,Uptown China Restaurant,3.8,Chinese,$45 for two,"Queen Anne: Lower, Seattle"
386,The Red Door,3.2,"American, Bar Food",$40 for two,"Fremont, Seattle"
387,Capitol Cider,3.5,"Pacific Northwest, Fish and Chips",$65 for two,"Capitol Hill, Seattle"
388,Husky Deli,4.3,"Sandwich, Deli",$20 for two,"West Seattle, Seattle"
389,Mae Phim,3.8,Thai,$25 for two,"Downtown, Seattle"
390,Big Mario's Pizza,3.8,Pizza,$30 for two,"Capitol Hill, Seattle"
391,Li'l Woody's,3.9,Burger,$25 for two,"Capitol Hill, Seattle"
392,Boka - Hotel 1000,3.9,"Pacific Northwest, New American",$75 for two,"Downtown, Seattle"
393,Row House Cafe,3.6,American,$50 for two,"South Lake Union, Seattle"
394,King Noodle,3.9,Chinese,$20 for two,"International District, Seattle"
395,Pagliacci Pizza,4.1,"Pizza, Italian",$30 for two,"Capitol Hill, Seattle"
396,Red Cow,3.6,"Pacific Northwest, French",$100 for two,"Madrona/Leschi, Seattle"
397,Spice Room,3.7,Thai,$40 for two,"Columbia City, Seattle"
398,Damn The Weather,3.7,Bar Food,$45 for two,"Pioneer Square, Seattle"
399,Simply Desserts,3.9,"Bakery, Desserts",$25 for two,"Fremont, Seattle"
400,Cafe Munir,3.8,"Lebanese, Middle Eastern",$25 for two,"Ballard, Seattle"
401,Romio's Pizza & Pasta,3.8,"Pizza, Italian",$40 for two,"Greenwood/Phinney, Seattle"
402,Korean Tofu House,3.7,Korean,$25 for two,"University District, Seattle"
403,Thai Curry Simple,4,Thai,$30 for two,"International District, Seattle"
404,Krittika's Noodles & Thai,3.9,Thai,$30 for two,"Green Lake, Seattle"
405,Cyclops,3.9,"Bar Food, American",$45 for two,"Belltown, Seattle"
406,Djan's,3.9,Thai,$40 for two,"Wallingford, Seattle"
407,Sam's Sushi Bar & Grill,3.5,"Sushi, Japanese",$75 for two,"Ballard, Seattle"
408,The Swinery,3.9,"Sandwich, BBQ",$25 for two,"West Seattle, Seattle"
409,Mondello Italian Restaurant,4,"Mediterranean, Italian",$40 for two,"Magnolia, Seattle"
410,Sunfish Seafood,3.8,"Seafood, Fish and Chips",$50 for two,"West Seattle, Seattle"
411,Thai One On,3.7,Thai,$30 for two,"Lake City, Seattle"
412,Bahn Thai,3.9,"Thai, Seafood",$45 for two,"Queen Anne: Lower, Seattle"
413,Kau Kau Barbeque Market,3.8,"Chinese, BBQ",$25 for two,"International District, Seattle"
414,Pizzeria Pulcinella,4,"Pizza, Italian",$30 for two,"Rainier Beach, Seattle"
415,El Gallito,3.8,Mexican,$75 for two,"Capitol Hill, Seattle"
416,Virginia Inn,3.8,Pacific Northwest,$60 for two,"Pike Place Market, Seattle"
417,Palermo,3.8,"Pizza, Italian",$40 for two,"Capitol Hill, Seattle"
418,Salvatore Ristorante Italiano,3.9,Italian,$60 for two,"Ravenna, Seattle"
419,Paragon,3.6,American,$55 for two,"Queen Anne: Upper, Seattle"
420,Tallulah's,3.6,American,$40 for two,"Capitol Hill, Seattle"
421,Orrapin Thai Cuisine,3.8,Thai,$40 for two,"Queen Anne: Upper, Seattle"
422,Mediterranean Express,3.9,"Greek, Mediterranean, Middle Eastern",$25 for two,"Capitol Hill, Seattle"
423,The Noble Fir,3.8,Tapas,$45 for two,"Ballard, Seattle"
424,Uli's Famous Sausage,4,"Sandwich, Pacific Northwest",$20 for two,"Downtown, Seattle"
425,Laredos Grill,3.7,Mexican,$45 for two,"Queen Anne: Lower, Seattle"
426,Proletariat Pizza,3.8,Pizza,$13 for two,"White Center, Seattle"
427,Blue Water Taco Grill,4,Mexican,$25 for two,"Queen Anne: Lower, Seattle"
428,Fuji Sushi,3.8,"Sushi, Japanese",$40 for two,"International District, Seattle"
429,Kanpai,3.7,"Sushi, Japanese",$50 for two,"Capitol Hill, Seattle"
430,Azuma Sushi,3.8,"Sushi, Japanese",$45 for two,"West Seattle, Seattle"
431,Mr. Villa Mexican Restaurant,3.7,Mexican,$40 for two,"Wedgwood, Seattle"
432,Five Guys,3.8,Fast Food,$20 for two,"Northgate, Seattle"
433,Saint John's Bar and Eatery,3.8,"American, Burger",$55 for two,"Capitol Hill, Seattle"
434,Phayathai,3.9,"Thai, Asian",$35 for two,"Maple Leaf, Seattle"
435,Purple Dot Cafe,3.6,Chinese,$30 for two,"International District, Seattle"
436,Red Lantern,3.8,"Chinese, Korean, Asian",$45 for two,"International District, Seattle"
437,Calozzi's Cheesesteaks,3.5,Sandwich,$25 for two,"Downtown, Seattle"
438,Maggie Bluffs,3.4,"Burger, American",$75 for two,"Magnolia, Seattle"
439,Poco Wine + Spirits,3.9,"Spanish, Tapas",$60 for two,"Capitol Hill, Seattle"
440,The Grill From Ipanema,3.6,"Steak, Brazilian",$120 for two,"Belltown, Seattle"
441,Crepe Cafe & Wine Bar,3.9,"Crepes, French",$35 for two,"Ravenna, Seattle"
442,Sport Restaurant & Bar,3.7,American,$40 for two,"South Lake Union, Seattle"
443,Wing Dome,3.3,"Burger, American",$30 for two,"Greenwood/Phinney, Seattle"
444,Cafe Turko,3.4,Turkish,$50 for two,"Fremont, Seattle"
445,The London Plane,3.9,Cafe,$35 for two,"Downtown, Seattle"
446,Owl 'N Thistle,3.9,"Bar Food, Irish",$45 for two,"Downtown, Seattle"
447,Buckley's In Belltown,3.7,"Burger, Pacific Northwest, American",$75 for two,"Belltown, Seattle"
448,Collins Pub,3.9,Bar Food,$50 for two,"Downtown, Seattle"
449,Mighty-O Donuts,4.2,"Donuts, Coffee and Tea",$15 for two,"Wallingford, Seattle"
450,Chaiyo Thai Cuisine,3.9,Thai,$40 for two,"Northgate, Seattle"
451,Kasbah Moroccan Restaurant & Hookah Lounge,3.1,Moroccan,$50 for two,"Ballard, Seattle"
452,Pazzo's,3.8,"Italian, Pizza",$35 for two,"Eastlake/Lake Union, Seattle"
453,The Blue Glass,3.6,American,$45 for two,"Greenwood/Phinney, Seattle"
454,Elephant & Castle,2.8,Bar Food,$40 for two,"Downtown, Seattle"
455,The George & Dragon Pub,3.7,"Pub Food, British",$37 for two,"Fremont, Seattle"
456,Village Sushi,3.9,"Sushi, Teriyaki",$50 for two,"University District, Seattle"
457,Spud Fish & Chips,3.8,Fish and Chips,$25 for two,"Green Lake, Seattle"
458,Columbia City Ale House,4,Pacific Northwest,$35 for two,"Columbia City, Seattle"
459,Bar Cotto,3.8,"Pizza, Italian",$60 for two,"Capitol Hill, Seattle"
460,Witness,3.7,"Southern, American",$40 for two,"Capitol Hill, Seattle"
461,F.X. McRory's Steak Shop & Oyster House,3,"Seafood, Steak",$65 for two,"Downtown, Seattle"
462,Columbia City Bakery,4.1,"Patisserie, Bakery",$20 for two,"Columbia City, Seattle"
463,Ballard Pizza Company,3.6,Pizza,$50 for two,"Ballard, Seattle"
464,Aladdin Falafel Corner,3.9,Middle Eastern,$25 for two,"University District, Seattle"
465,Bai Pai,3.7,Thai,$45 for two,"Ravenna, Seattle"
466,Pasta Bella,3.9,Italian,$50 for two,"Ballard, Seattle"
467,Beveridge Place Pub,4,Drinks Only,$45 for two,"West Seattle, Seattle"
468,Kastoori Grill,3.4,"Vegetarian, Indian",$40 for two,"Pike Place Market, Seattle"
469,Teatro Zinzanni,3.8,American,$100 for two,"Downtown, Seattle"
470,Piatti,3.6,"Pizza, Italian",$75 for two,"University Village, Seattle"
471,Nue,3.7,"Fusion, International",$50 for two,"Capitol Hill, Seattle"
472,Barnacle,3.5,"Seafood, Tapas, Italian, Mediterranean",$60 for two,"Ballard, Seattle"
473,Yard House,3.8,"Seafood, Burger, American",$45 for two,"Downtown, Seattle"
474,Jack's BBQ,3,"BBQ, Sandwich, American",$40 for two,"Sodo, Seattle"
475,Crawfish King,3,"Seafood, Cajun, Southern",$25 for two,"International District, Seattle"
476,The Gerald,3.4,American,$55 for two,"Ballard, Seattle"
477,Burgundian Tavern,3.3,"Bar Food, American",$40 for two,"Wallingford, Seattle"
478,Ayutthaya Thai Restaurant,3.8,Thai,$45 for two,"Capitol Hill, Seattle"
479,Rain Shadow Meats,3.7,"Sandwich, Deli",$30 for two,"Downtown, Seattle"
480,Fu Lin,3.9,Chinese,$30 for two,"International District, Seattle"
481,Chipotle Mexican Grill,3.9,"Mexican, Taco",$20 for two,"University District, Seattle"
482,Full Tilt Ice Cream,3.9,Ice Cream,$15 for two,"White Center, Seattle"
483,Taqueria Tequila,3.8,Mexican,$25 for two,"Greenwood/Phinney, Seattle"
484,Royal Grinders,3.8,Sandwich,$25 for two,"Fremont, Seattle"
485,Kozue Japanese Restaurant,3.6,"Sushi, Japanese",$50 for two,"Wallingford, Seattle"
486,Morton's,3.9,Steak,$130 for two,"Downtown, Seattle"
487,Ichiro Sushi and Teriyaki,3.7,"Sushi, Teriyaki",$25 for two,"Magnolia, Seattle"
488,Kaname Izakaya and Shochu Bar,3.7,"Ramen, Japanese",$35 for two,"International District, Seattle"
489,Kwanjai Thai Cuisine,3.7,"Thai, Asian",$35 for two,"Fremont, Seattle"
490,Jewel of India,3.5,Indian,$40 for two,"University District, Seattle"
491,The Sexton,3.2,Southern,$50 for two,"Ballard, Seattle"
492,Mr. and Mrs. Wok,3.8,"Japanese, Chinese, Asian",$25 for two,"Greenwood/Phinney, Seattle"
493,Rigoletto,3.1,Italian,$50 for two,"South Lake Union, Seattle"
494,Ying Thai Kitchen,3.6,Thai,$40 for two,"Queen Anne: Upper, Seattle"
495,Aoki Japanese Grill & Sushi Bar,3.6,"Sushi, Japanese",$50 for two,"Capitol Hill, Seattle"
496,The Ram Restaurant & Brewery,3.6,"Burger, American",$55 for two,"Northgate Mall, Seattle"
497,Bang Bar Thai,3.3,"Seafood, Thai",$40 for two,"West Seattle, Seattle"
498,Krua Thai Family Kitchen,4,"Thai, Asian",$35 for two,"Ravenna, Seattle"
499,J Sushi,3.8,"Sushi, Japanese",$30 for two,"International District, Seattle"
500,Moonlight Cafe,3.4,"Vegetarian, Vietnamese",$30 for two,"Central District, Seattle"
